ip,domain
47.122.8.29,dns.alidns.com
47.122.8.5,dns.alidns.com
47.122.8.6,dns.alidns.com
47.146.77.141,com.apple.dnssd-proxy
47.152.129.123,com.apple.dnssd-proxy
47.155.127.174,com.apple.dnssd-proxy
47.157.54.136,cruzvpn.duckdns.org
47.184.156.226,com.apple.dnssd-proxy
47.198.215.43,com.apple.dnssd-proxy
47.208.141.184,com.apple.dnssd-proxy
47.217.56.110,com.apple.dnssd-proxy
47.219.182.13,com.apple.dnssd-proxy
47.221.57.164,com.apple.dnssd-proxy
47.240.111.208,newdns.suiyusoft.com
47.241.49.216,dns.bsmi.info
47.253.24.1,dns.alidns.com
47.253.24.2,dns.alidns.com
47.254.160.160,dns.alidns.com
47.254.160.161,dns.alidns.com
47.254.217.105,dns.alidns.com
47.254.217.106,dns.alidns.com
47.254.217.107,alidns.com
47.254.217.108,alidns.com
47.254.217.109,alidns.com
47.254.217.110,alidns.com
47.254.217.111,alidns.com
47.254.217.112,alidns.com
47.254.64.251,dns.smsdong.com
47.4.120.3,com.apple.dnssd-proxy
47.56.252.177,ali.idns.icu
47.74.160.224,dns.alidns.com
47.74.160.225,dns.alidns.com
47.74.160.253,dns.alidns.com
47.74.160.254,dns.alidns.com
47.91.45.44,dns.bebasid.com
47.91.54.224,dns.alidns.com
47.91.54.225,dns.alidns.com
47.95.118.161,dns2.kencin.com
47.97.185.170,dns.iwso.cn
47.97.253.76,dns01.freelamp.com
47.99.186.118,ipv4.ddns.group
47.99.83.168,dns.wmapi.cn
49.12.104.204,dns1.kaposty.net
49.12.104.204,dns.kaposty.net
49.12.115.151,adguard.myddns.me
49.12.122.7,dns.bs0x539.de
49.12.13.166,adguard.myddns.me
49.12.179.153,dns.stefanux.net
49.12.215.153,dns.harrache.info
49.12.41.142,ownserver.duckdns.org
49.158.46.203,com.apple.dnssd-proxy
49.170.147.115,com.apple.dnssd-proxy
49.189.168.1,com.apple.dnssd-proxy
49.232.12.126,dns.pwn.icu
49.233.252.217,dns.thiasap.cn
49.234.153.60,dns.jerryw.cn
49.234.52.131,dns.5yi.fun
49.235.88.127,dns.xujingkai.cn
50.123.182.121,com.apple.dnssd-proxy
50.29.205.21,com.apple.dnssd-proxy
50.30.163.208,com.apple.dnssd-proxy
50.34.53.32,com.apple.dnssd-proxy
50.5.149.254,com.apple.dnssd-proxy
50.53.239.169,com.apple.dnssd-proxy
5.103.136.134,bornholmerhytten.duckdns.org
51.105.53.232,dns.pihole.matt-heys.co.uk
51.132.236.34,clouddns.adamou.co.uk
51.140.186.154,dns.bouios.com
51.143.8.79,dns.hyas.com
51.15.175.180,dns.novg.net
51.15.191.104,sdns.canitez.net
51.15.213.153,max7255.ddns.net
51.15.220.78,shoveler.duckdns.org
51.15.37.162,dns.karadag.me
51.15.65.89,pdns.io
51.15.69.163,ueni.dyndns.org
51.15.73.250,dot.vrotno.ga
51.15.75.165,osefcorp.duckdns.org
51.15.75.175,dns.jimirobaer.be
51.158.147.50,resolver-eu.lelux.fi
51.158.147.92,dns.novg.net
51.158.180.98,dns.kjmserwis.pl
51.159.135.165,dns.geoide.fr
51.161.192.78,apollo.dns.diverge.gg
51.161.192.78,athena.dns.diverge.gg
51.161.192.78,daedelus.dns.diverge.gg
51.161.192.78,dns2.diverge.gg
51.161.192.78,dns.diverge.gg
51.161.192.79,apollo.dns.diverge.gg
51.161.192.79,athena.dns.diverge.gg
51.161.192.79,daedelus.dns.diverge.gg
51.161.192.79,dns2.diverge.gg
51.161.192.79,dns.diverge.gg
51.175.101.51,com.apple.dnssd-proxy
51.222.107.153,dns.nextdns.io
5.1.32.32,dns1.prisconetworks.com
5.1.32.33,dns2.prisconetworks.com
5.135.233.74,dnsg.psyk.fr
5.137.27.19,dns64.dns.google
5.137.27.19,dns.google
5.137.27.19,dns.google.com
51.38.108.144,dnsguard.vandijkwebservices.nl
51.38.178.162,dns.openpihole.org
51.38.83.141,dns.oszx.co
5.149.49.86,com.apple.dnssd-proxy
5.150.230.231,com.apple.dnssd-proxy
5.150.234.252,com.apple.dnssd-proxy
5.150.236.62,com.apple.dnssd-proxy
5.161.43.197,dns.nextdns.io
5.1.66.255,anycast01.ffmuc.net
5.1.66.255,dot.ffmuc.net
51.68.185.103,sdns.intella.eu
51.68.190.7,dns.rubbel.cloud
51.68.196.206,dns.thatsverynice.com
5.172.144.214,com.apple.dnssd-proxy
51.75.162.101,dns.itdept.pro
51.75.25.252,dns.casabonita.ovh
51.77.158.37,dot.ouestline.xyz
51.77.48.144,howwofdns.pl
51.79.159.77,dns.theserver.cowlands.com
51.79.159.77,www.dns.theserver.cowlands.com
51.79.230.111,dns-sg.lycoris.win
5.180.76.39,dns64.dns.google
5.180.76.39,dns.google
5.180.76.39,dns.google.com
5.180.76.39,no-rdns.kddi.peering.digital-vm.com
5.180.76.7,dns64.dns.google
5.180.76.7,dns.google
5.180.76.7,dns.google.com
5.180.76.7,no-rdns.kddi.peering.digital-vm.com
5.181.50.75,dns.mdosch.de
51.81.85.36,dns.dev.liberador.net
51.81.94.200,dns.test.liberador.net
51.83.233.58,dns.dontpanic.pl
5.188.168.252,dns.nextdns.io
5.189.157.73,dns.xis.es
51.91.192.251,dns.liberador.net
52.119.115.104,com.apple.dnssd-proxy
52.119.89.229,com.apple.dnssd-proxy
52.14.61.41,dns.stevenz.net
52.154.75.179,dns.sarilouis.com
52.178.73.187,dns.alessandrostefanini.it
52.18.81.221,dns.careicon.com
52.198.13.66,dns.benpro.fr
52.214.74.248,dot.hsdp.io
52.214.74.248,www.dot.hsdp.io
52.25.16.62,dnstls.nebrwesleyan.edu
52.253.115.91,dns.lykbrian.ml
52.42.134.63,dnsproxy.vzw.safebr.mcafee.com
52.43.41.34,dnsproxy.vzw.safebr.mcafee.com
5.254.83.98,dns1.dnsfilter.com
5.254.83.98,dns2.dnsfilter.com
5.254.83.98,dns3.dnsfilter.com
5.254.83.98,dns4.dnsfilter.com
5.254.83.98,vie155901.dnsfilter.co
5.255.103.147,dns.schoolstraat38.eu
52.58.15.235,dot.bd-it.com
52.63.91.105,au02.dns4me.net
5.2.72.7,dns.skrep.eu
52.74.194.3,idns.my
5.2.75.75,dot.nl.ahadns.net
5.2.75.75,nl.ahadns.net
5.39.72.86,dot.rd.nic.fr
54.156.30.146,dnstls.nebrwesleyan.edu
54.164.50.53,dns.eddi.net
54.164.50.53,www.dns.eddi.net
54.172.250.124,home.dns.danslereseau.com
54.184.146.22,dns.convoglio.com
54.184.146.22,dot.convoglio.com
54.189.218.63,dnsproxy.safebrdv.mcafee.com
54.189.234.230,dnsproxy.safebrdv.mcafee.com
54.206.233.67,dns.gamban.com
54.206.233.67,www.dns.gamban.com
54.216.227.90,dot.hsdp.io
54.216.227.90,www.dot.hsdp.io
54.219.152.34,dns.variadic.org
54.233.100.10,dot.hsdp.io
54.233.100.10,www.dot.hsdp.io
54.244.188.188,dnsproxy.vzw.safebr.mcafee.com
54.36.46.224,dns.tbnk.ca
54.37.137.4,spacedns.org
54.37.15.227,dns.thiessen.org
54.37.204.60,dns.nek0.net
54.37.237.29,dns.ek.lan
54.38.214.30,dns.sameteem.com
5.44.197.171,com.apple.dnssd-proxy
5.45.98.105,1.dns.krombel.de
5.45.98.105,dot.krombel.de
54.70.219.12,dnsproxy.vzw.safebr.mcafee.com
54.79.3.18,au01.dns4me.net
54.89.248.187,dns.eddi.net
54.89.248.187,www.dns.eddi.net
54.90.232.69,doth.huque.com
54.93.205.194,dns.brobrowser.io
5.53.162.101,com.apple.dnssd-proxy
58.114.35.244,com.apple.dnssd-proxy
58.115.139.11,com.apple.dnssd-proxy
58.120.179.166,com.apple.dnssd-proxy
58.120.202.22,com.apple.dnssd-proxy
58.120.213.36,com.apple.dnssd-proxy
58.121.152.80,com.apple.dnssd-proxy
58.121.52.109,com.apple.dnssd-proxy
58.121.6.138,com.apple.dnssd-proxy
58.122.226.69,com.apple.dnssd-proxy
58.122.246.34,com.apple.dnssd-proxy
58.122.46.251,com.apple.dnssd-proxy
58.122.58.139,com.apple.dnssd-proxy
58.123.140.135,com.apple.dnssd-proxy
58.123.153.18,com.apple.dnssd-proxy
58.123.222.14,com.apple.dnssd-proxy
58.123.230.39,com.apple.dnssd-proxy
58.123.44.55,com.apple.dnssd-proxy
58.123.85.100,com.apple.dnssd-proxy
58.123.85.104,com.apple.dnssd-proxy
58.123.91.87,com.apple.dnssd-proxy
58.123.99.106,com.apple.dnssd-proxy
58.124.106.159,com.apple.dnssd-proxy
58.124.117.121,com.apple.dnssd-proxy
58.124.12.101,com.apple.dnssd-proxy
58.124.12.161,com.apple.dnssd-proxy
58.124.14.203,com.apple.dnssd-proxy
58.124.157.23,com.apple.dnssd-proxy
58.124.19.59,com.apple.dnssd-proxy
58.124.211.182,com.apple.dnssd-proxy
58.124.227.11,com.apple.dnssd-proxy
58.124.3.101,com.apple.dnssd-proxy
58.124.46.95,com.apple.dnssd-proxy
58.124.50.59,com.apple.dnssd-proxy
58.124.94.28,com.apple.dnssd-proxy
58.124.96.7,com.apple.dnssd-proxy
58.125.102.92,com.apple.dnssd-proxy
58.125.104.9,com.apple.dnssd-proxy
58.125.152.161,com.apple.dnssd-proxy
58.125.157.45,com.apple.dnssd-proxy
58.125.185.157,com.apple.dnssd-proxy
58.125.195.10,com.apple.dnssd-proxy
58.125.243.9,dns64.dns.google
58.125.243.9,dns.google
58.125.243.9,dns.google.com
58.125.49.181,com.apple.dnssd-proxy
58.126.0.85,com.apple.dnssd-proxy
58.126.25.210,com.apple.dnssd-proxy
58.126.65.145,com.apple.dnssd-proxy
58.126.68.67,com.apple.dnssd-proxy
58.126.86.196,com.apple.dnssd-proxy
58.127.12.130,com.apple.dnssd-proxy
58.127.19.38,com.apple.dnssd-proxy
58.127.198.48,com.apple.dnssd-proxy
58.127.224.78,com.apple.dnssd-proxy
58.127.247.179,com.apple.dnssd-proxy
58.127.37.30,com.apple.dnssd-proxy
58.152.147.1,com.apple.dnssd-proxy
58.152.158.178,com.apple.dnssd-proxy
58.153.121.97,com.apple.dnssd-proxy
58.153.76.90,com.apple.dnssd-proxy
58.177.105.221,com.apple.dnssd-proxy
58.177.115.21,dns.16e.jsl.io
58.178.248.206,dns.mccormack.digital
58.205.218.53,dns.360.cn
58.221.153.98,cloudflare-dns.com
58.224.102.92,com.apple.dnssd-proxy
58.224.167.45,com.apple.dnssd-proxy
58.224.190.110,com.apple.dnssd-proxy
58.224.197.88,com.apple.dnssd-proxy
58.224.241.53,com.apple.dnssd-proxy
58.224.66.29,com.apple.dnssd-proxy
58.224.97.55,com.apple.dnssd-proxy
58.224.97.80,com.apple.dnssd-proxy
58.225.101.17,com.apple.dnssd-proxy
58.225.105.2,com.apple.dnssd-proxy
58.225.113.74,com.apple.dnssd-proxy
58.225.114.176,com.apple.dnssd-proxy
58.225.151.26,com.apple.dnssd-proxy
58.225.15.62,com.apple.dnssd-proxy
58.225.157.60,com.apple.dnssd-proxy
58.225.49.142,com.apple.dnssd-proxy
58.225.58.250,com.apple.dnssd-proxy
58.225.66.95,com.apple.dnssd-proxy
58.226.17.171,com.apple.dnssd-proxy
58.226.17.33,com.apple.dnssd-proxy
58.226.207.29,com.apple.dnssd-proxy
58.226.209.5,com.apple.dnssd-proxy
58.227.142.15,com.apple.dnssd-proxy
58.227.148.78,com.apple.dnssd-proxy
58.227.188.252,com.apple.dnssd-proxy
58.227.202.217,com.apple.dnssd-proxy
58.227.208.133,com.apple.dnssd-proxy
58.227.221.171,com.apple.dnssd-proxy
58.227.72.105,com.apple.dnssd-proxy
58.227.90.86,com.apple.dnssd-proxy
58.227.95.119,com.apple.dnssd-proxy
58.228.102.144,com.apple.dnssd-proxy
58.228.114.25,com.apple.dnssd-proxy
58.228.121.226,com.apple.dnssd-proxy
58.228.130.230,com.apple.dnssd-proxy
58.228.139.215,com.apple.dnssd-proxy
58.228.14.197,com.apple.dnssd-proxy
58.228.166.30,com.apple.dnssd-proxy
58.228.180.92,com.apple.dnssd-proxy
58.228.204.7,com.apple.dnssd-proxy
58.228.214.77,com.apple.dnssd-proxy
58.228.239.87,com.apple.dnssd-proxy
58.228.41.116,com.apple.dnssd-proxy
58.228.47.76,com.apple.dnssd-proxy
58.228.54.2,com.apple.dnssd-proxy
58.228.71.114,com.apple.dnssd-proxy
58.228.74.43,com.apple.dnssd-proxy
58.228.78.36,com.apple.dnssd-proxy
58.228.86.38,com.apple.dnssd-proxy
58.229.169.225,com.apple.dnssd-proxy
58.229.173.60,com.apple.dnssd-proxy
58.230.107.140,com.apple.dnssd-proxy
58.230.113.26,com.apple.dnssd-proxy
58.230.113.41,com.apple.dnssd-proxy
58.230.119.96,com.apple.dnssd-proxy
58.230.125.114,com.apple.dnssd-proxy
58.230.147.75,com.apple.dnssd-proxy
58.230.172.132,com.apple.dnssd-proxy
58.230.18.183,com.apple.dnssd-proxy
58.230.212.93,com.apple.dnssd-proxy
58.230.64.16,com.apple.dnssd-proxy
58.231.101.40,com.apple.dnssd-proxy
58.231.116.46,com.apple.dnssd-proxy
58.231.177.92,com.apple.dnssd-proxy
58.231.225.46,com.apple.dnssd-proxy
58.231.37.90,com.apple.dnssd-proxy
58.231.91.138,com.apple.dnssd-proxy
58.232.123.93,com.apple.dnssd-proxy
58.232.127.39,com.apple.dnssd-proxy
58.232.133.129,com.apple.dnssd-proxy
58.232.166.250,com.apple.dnssd-proxy
58.232.184.203,com.apple.dnssd-proxy
58.232.187.195,com.apple.dnssd-proxy
58.232.202.54,com.apple.dnssd-proxy
58.232.241.97,com.apple.dnssd-proxy
58.232.98.156,com.apple.dnssd-proxy
58.233.110.104,com.apple.dnssd-proxy
58.233.131.50,com.apple.dnssd-proxy
58.233.142.177,com.apple.dnssd-proxy
58.233.150.23,com.apple.dnssd-proxy
58.233.169.116,com.apple.dnssd-proxy
58.233.194.157,com.apple.dnssd-proxy
58.233.196.58,com.apple.dnssd-proxy
58.233.34.146,com.apple.dnssd-proxy
58.233.51.161,com.apple.dnssd-proxy
58.233.59.12,com.apple.dnssd-proxy
58.233.6.146,com.apple.dnssd-proxy
58.233.8.30,com.apple.dnssd-proxy
58.233.97.46,com.apple.dnssd-proxy
58.234.161.55,com.apple.dnssd-proxy
58.234.167.154,com.apple.dnssd-proxy
58.234.188.45,com.apple.dnssd-proxy
58.234.235.124,com.apple.dnssd-proxy
58.234.249.242,com.apple.dnssd-proxy
58.234.3.20,com.apple.dnssd-proxy
58.234.54.2,com.apple.dnssd-proxy
58.234.67.94,com.apple.dnssd-proxy
58.234.89.84,com.apple.dnssd-proxy
58.235.130.58,com.apple.dnssd-proxy
58.235.16.146,com.apple.dnssd-proxy
58.235.211.33,com.apple.dnssd-proxy
58.235.214.158,com.apple.dnssd-proxy
58.236.105.201,com.apple.dnssd-proxy
58.236.155.70,com.apple.dnssd-proxy
58.236.164.20,com.apple.dnssd-proxy
58.236.200.86,com.apple.dnssd-proxy
58.236.249.59,com.apple.dnssd-proxy
58.236.27.168,com.apple.dnssd-proxy
58.236.71.119,com.apple.dnssd-proxy
58.237.104.76,com.apple.dnssd-proxy
58.237.124.167,com.apple.dnssd-proxy
58.237.170.164,com.apple.dnssd-proxy
58.237.173.210,com.apple.dnssd-proxy
58.237.36.7,com.apple.dnssd-proxy
58.237.82.252,com.apple.dnssd-proxy
58.237.84.254,com.apple.dnssd-proxy
58.238.177.97,com.apple.dnssd-proxy
58.238.184.47,com.apple.dnssd-proxy
58.238.225.167,com.apple.dnssd-proxy
58.238.226.16,com.apple.dnssd-proxy
58.238.30.16,com.apple.dnssd-proxy
58.238.60.180,com.apple.dnssd-proxy
58.239.138.82,com.apple.dnssd-proxy
58.239.196.123,com.apple.dnssd-proxy
58.239.197.203,com.apple.dnssd-proxy
58.239.213.233,com.apple.dnssd-proxy
58.239.213.86,com.apple.dnssd-proxy
58.247.69.203,dns.sjhoy.ml
58.253.194.34,dns.blueicesir.top
58.33.6.219,cloudflare-dns.com
58.33.66.26,cloudflare-dns.com
59.10.194.91,com.apple.dnssd-proxy
59.10.88.104,com.apple.dnssd-proxy
59.11.206.8,com.apple.dnssd-proxy
59.11.23.69,com.apple.dnssd-proxy
59.11.7.192,com.apple.dnssd-proxy
59.120.97.141,dns.fun-in.com.tw
59.12.167.101,com.apple.dnssd-proxy
59.12.209.36,com.apple.dnssd-proxy
59.14.57.80,com.apple.dnssd-proxy
59.149.161.84,dns.gotson.net
59.15.129.113,com.apple.dnssd-proxy
59.15.70.164,com.apple.dnssd-proxy
59.159.133.5,com.apple.dnssd-proxy
59.16.23.187,com.apple.dnssd-proxy
5.9.164.112,dns3.digitalcourage.de
59.17.115.70,com.apple.dnssd-proxy
5.9.175.238,dns.giggity.de
59.18.163.200,com.apple.dnssd-proxy
59.18.225.193,com.apple.dnssd-proxy
59.20.75.185,com.apple.dnssd-proxy
59.22.51.198,com.apple.dnssd-proxy
59.23.132.151,com.apple.dnssd-proxy
59.23.212.201,com.apple.dnssd-proxy
59.24.137.64,com.apple.dnssd-proxy
59.24.196.123,com.apple.dnssd-proxy
59.27.231.90,com.apple.dnssd-proxy
59.29.229.234,com.apple.dnssd-proxy
59.29.79.240,com.apple.dnssd-proxy
59.4.158.90,com.apple.dnssd-proxy
59.5.142.161,com.apple.dnssd-proxy
59.5.170.98,com.apple.dnssd-proxy
59.5.223.89,com.apple.dnssd-proxy
59.6.101.218,com.apple.dnssd-proxy
59.6.17.93,com.apple.dnssd-proxy
59.6.207.235,com.apple.dnssd-proxy
59.6.7.94,com.apple.dnssd-proxy
59.6.81.61,com.apple.dnssd-proxy
59.75.56.77,dot.chinaddi.cn
59.75.56.78,dot.chinaddi.cn
59.7.59.48,com.apple.dnssd-proxy
59.8.206.29,com.apple.dnssd-proxy
59.9.145.64,com.apple.dnssd-proxy
59.9.183.12,com.apple.dnssd-proxy
59.9.209.95,com.apple.dnssd-proxy
59.9.96.109,com.apple.dnssd-proxy
60.49.123.162,homeserverqtm.ddnsking.com
61.101.101.83,com.apple.dnssd-proxy
61.101.111.173,com.apple.dnssd-proxy
61.105.102.81,com.apple.dnssd-proxy
61.105.180.69,com.apple.dnssd-proxy
61.105.186.160,com.apple.dnssd-proxy
61.105.221.34,com.apple.dnssd-proxy
61.105.224.103,com.apple.dnssd-proxy
61.105.57.63,com.apple.dnssd-proxy
61.105.60.239,com.apple.dnssd-proxy
61.158.166.45,dns.zheng98.com
61.171.44.236,dns-sh.heqir.xyz
61.222.113.98,dns.ceai.com.tw
61.239.111.183,dns.mke2fs.dynv6.net
61.253.102.131,com.apple.dnssd-proxy
61.253.126.11,com.apple.dnssd-proxy
61.253.135.20,com.apple.dnssd-proxy
61.253.136.206,com.apple.dnssd-proxy
61.253.140.194,com.apple.dnssd-proxy
61.253.145.14,com.apple.dnssd-proxy
61.253.147.71,com.apple.dnssd-proxy
61.253.158.90,com.apple.dnssd-proxy
61.253.202.19,com.apple.dnssd-proxy
61.253.203.178,com.apple.dnssd-proxy
61.253.208.223,com.apple.dnssd-proxy
61.253.41.65,com.apple.dnssd-proxy
61.253.6.141,com.apple.dnssd-proxy
61.253.6.155,com.apple.dnssd-proxy
61.254.173.67,com.apple.dnssd-proxy
61.254.225.120,com.apple.dnssd-proxy
61.254.30.45,com.apple.dnssd-proxy
61.254.43.144,com.apple.dnssd-proxy
61.254.60.92,com.apple.dnssd-proxy
61.254.75.55,com.apple.dnssd-proxy
61.254.88.228,com.apple.dnssd-proxy
61.254.94.7,com.apple.dnssd-proxy
61.255.202.49,com.apple.dnssd-proxy
61.255.229.31,com.apple.dnssd-proxy
61.255.29.148,com.apple.dnssd-proxy
61.255.52.85,com.apple.dnssd-proxy
61.255.69.134,com.apple.dnssd-proxy
61.27.103.67,com.apple.dnssd-proxy
61.33.81.118,dns64.dns.google
61.33.81.118,dns.google
61.33.81.118,dns.google.com
61.57.136.149,com.apple.dnssd-proxy
61.70.12.155,com.apple.dnssd-proxy
61.73.107.187,com.apple.dnssd-proxy
61.73.109.205,com.apple.dnssd-proxy
61.73.34.91,com.apple.dnssd-proxy
61.74.101.194,com.apple.dnssd-proxy
61.74.117.112,com.apple.dnssd-proxy
61.74.181.235,com.apple.dnssd-proxy
61.74.27.67,com.apple.dnssd-proxy
61.75.47.73,com.apple.dnssd-proxy
61.78.120.190,com.apple.dnssd-proxy
61.79.22.180,com.apple.dnssd-proxy
61.79.89.89,com.apple.dnssd-proxy
61.82.150.178,com.apple.dnssd-proxy
61.82.190.181,com.apple.dnssd-proxy
61.83.176.113,com.apple.dnssd-proxy
61.83.216.189,com.apple.dnssd-proxy
61.83.79.194,com.apple.dnssd-proxy
61.84.145.78,com.apple.dnssd-proxy
61.84.32.141,com.apple.dnssd-proxy
61.85.50.53,com.apple.dnssd-proxy
61.93.76.187,cloudflare-dns.com
61.98.120.56,com.apple.dnssd-proxy
61.98.122.229,com.apple.dnssd-proxy
61.98.133.206,com.apple.dnssd-proxy
61.98.155.100,com.apple.dnssd-proxy
61.98.155.163,com.apple.dnssd-proxy
61.98.1.62,com.apple.dnssd-proxy
61.98.173.158,com.apple.dnssd-proxy
61.98.199.97,com.apple.dnssd-proxy
61.98.35.186,com.apple.dnssd-proxy
61.98.60.216,com.apple.dnssd-proxy
61.99.203.42,com.apple.dnssd-proxy
61.99.25.75,com.apple.dnssd-proxy
61.99.39.141,com.apple.dnssd-proxy
61.99.46.15,com.apple.dnssd-proxy
61.99.94.166,com.apple.dnssd-proxy
62.10.97.45,dns-tv.duckdns.org
62.10.97.45,tv-server.duckdns.org
62.113.206.190,dns2.henningkrause.eu
62.113.206.190,dns.henningkrause.eu
62.115.182.205,dns.sb
62.115.182.205,dot.sb
62.115.182.209,dns.sb
62.115.182.209,dot.sb
62.115.182.223,dns.sb
62.115.182.223,dot.sb
62.115.42.147,dns.sb
62.115.42.147,dot.sb
62.133.35.15,dns.sb
62.133.35.15,dot.sb
62.133.35.17,dns.sb
62.133.35.17,dot.sb
62.16.133.135,com.apple.dnssd-proxy
62.16.134.226,com.apple.dnssd-proxy
62.16.202.96,com.apple.dnssd-proxy
62.16.214.52,com.apple.dnssd-proxy
62.171.130.128,dns.rhinotech.nl
62.178.158.32,com.apple.dnssd-proxy
62.178.252.13,com.apple.dnssd-proxy
62.20.224.45,com.apple.dnssd-proxy
62.220.181.62,com.apple.dnssd-proxy
62.240.157.167,dns.lang.co.com
62.240.157.54,dns.leeb.info
62.24.216.82,dns1.eerodns.com
62.24.216.82,dns2.eerodns.com
62.248.214.112,com.apple.dnssd-proxy
62.248.214.79,com.apple.dnssd-proxy
62.31.20.54,dns.truegeek.uk
62.63.201.250,com.apple.dnssd-proxy
62.63.227.95,com.apple.dnssd-proxy
62.65.125.98,com.apple.dnssd-proxy
63.142.72.121,com.apple.dnssd-proxy
63.250.61.20,dns1.dnsfilter.com
63.250.61.20,dns2.dnsfilter.com
63.250.61.20,dns3.dnsfilter.com
63.250.61.20,dns4.dnsfilter.com
63.32.212.172,dns.bitservices.io
64.106.18.166,com.apple.dnssd-proxy
64.121.44.111,com.apple.dnssd-proxy
64.126.89.212,com.apple.dnssd-proxy
64.127.158.188,com.apple.dnssd-proxy
64.17.89.194,com.apple.dnssd-proxy
64.180.103.121,com.apple.dnssd-proxy
64.180.238.191,com.apple.dnssd-proxy
64.180.40.121,com.apple.dnssd-proxy
64.187.227.105,dns.nextdns.io
64.227.25.27,dns.e33.moe
64.227.88.146,dns.briancwang.com
64.227.98.158,dns.the-kag.com
64.235.41.123,dns.syaifullah.com
64.25.254.248,com.apple.dnssd-proxy
64.252.60.116,com.apple.dnssd-proxy
64.39.93.136,com.apple.dnssd-proxy
64.62.226.11,cloudflare-dns.com
64.67.162.233,com.apple.dnssd-proxy
64.82.145.142,ms-dns-01
64.82.160.46,ms-dns-stk-01
64.98.21.62,dns.jkmorris.us
65.182.58.199,com.apple.dnssd-proxy
65.182.58.72,com.apple.dnssd-proxy
65.185.157.47,com.apple.dnssd-proxy
65.186.50.195,com.apple.dnssd-proxy
65.21.104.54,dns.sophiestoybox.com
65.21.145.179,dns.isrofilov.ru
65.21.66.67,ns2-dot.iriseden.fr
65.35.254.117,com.apple.dnssd-proxy
65.49.201.185,ladns.sunnybreeze.tech
65.50.119.144,com.apple.dnssd-proxy
65.50.119.188,com.apple.dnssd-proxy
65.50.142.21,com.apple.dnssd-proxy
65.50.147.72,com.apple.dnssd-proxy
65.50.203.13,dns.wtrc.net
65.50.203.2,dns.wtrc.net
65.50.203.5,dns.wtrc.net
65.50.203.6,dns.wtrc.net
65.74.120.105,com.apple.dnssd-proxy
65.74.127.212,com.apple.dnssd-proxy
65.78.114.108,com.apple.dnssd-proxy
65.79.131.221,com.apple.dnssd-proxy
65.99.168.253,com.apple.dnssd-proxy
65.99.169.64,com.apple.dnssd-proxy
65.99.182.209,com.apple.dnssd-proxy
65.99.190.220,com.apple.dnssd-proxy
65.99.190.54,com.apple.dnssd-proxy
66.112.251.141,com.apple.dnssd-proxy
66.112.252.168,com.apple.dnssd-proxy
66.115.146.130,dns1.dnsfilter.com
66.115.146.130,dns2.dnsfilter.com
66.115.146.130,dns3.dnsfilter.com
66.115.146.130,dns4.dnsfilter.com
66.115.146.130,van55801.dnsfilter.co
66.115.146.131,dns1.eerodns.com
66.115.146.131,dns2.eerodns.com
66.115.146.131,van55801.eerodns.com
66.115.182.26,dns1.dnsfilter.com
66.115.182.26,dns2.dnsfilter.com
66.115.182.26,dns3.dnsfilter.com
66.115.182.26,dns4.dnsfilter.com
66.115.182.26,orl55701.dnsfilter.co
66.115.182.27,dns1.eerodns.com
66.115.182.27,dns2.eerodns.com
66.115.182.27,orl55701.eerodns.com
66.153.201.78,com.apple.dnssd-proxy
66.154.113.154,dns-edge-usa-east-newyorkx.cleanbrowsing.org
66.154.113.155,dns-edge-usa-east-newyorkx.cleanbrowsing.org
66.154.113.156,dns-edge-usa-east-newyorkx.cleanbrowsing.org
66.154.113.157,dns-edge-usa-east-newyorkx.cleanbrowsing.org
66.165.2.116,com.apple.dnssd-proxy
66.168.249.220,cloudflare-dns.com
66.178.173.15,com.apple.dnssd-proxy
66.181.210.201,com.apple.dnssd-proxy
66.183.66.26,com.apple.dnssd-proxy
66.208.124.82,safedns.com
66.211.19.212,com.apple.dnssd-proxy
66.222.163.88,com.apple.dnssd-proxy
66.223.135.186,com.apple.dnssd-proxy
66.223.210.12,com.apple.dnssd-proxy
66.228.37.209,dns.stoneheadegr.com
66.228.52.40,dns.salmon.cloud
66.232.104.82,dns1.dnsfilter.com
66.232.104.82,dns2.dnsfilter.com
66.232.104.82,dns3.dnsfilter.com
66.232.104.82,dns4.dnsfilter.com
66.232.104.82,tpa94501.dnsfilter.co
66.232.104.83,dns1.eerodns.com
66.232.104.83,dns2.eerodns.com
66.232.104.83,tpa94501.eerodns.com
66.234.208.72,com.apple.dnssd-proxy
66.234.209.156,com.apple.dnssd-proxy
66.253.187.33,com.apple.dnssd-proxy
66.253.194.53,com.apple.dnssd-proxy
66.42.115.8,66-42-115-8.digitdns.com
66.42.115.91,dot.gawitt.net
66.42.124.75,cubedns.com
66.42.50.16,dns.surfshark.com
66.42.8.239,com.apple.dnssd-proxy
66.42.91.155,safedns.com
66.58.212.63,com.apple.dnssd-proxy
66.58.227.223,com.apple.dnssd-proxy
66.60.251.243,com.apple.dnssd-proxy
66.7.125.216,com.apple.dnssd-proxy
67.205.184.223,vps.saiarcot895.cloudns.pro
67.205.185.16,dns.karel.pw
67.213.108.148,com.apple.dnssd-proxy
67.214.238.140,com.apple.dnssd-proxy
67.223.206.109,com.apple.dnssd-proxy
67.223.206.183,com.apple.dnssd-proxy
67.61.34.43,com.apple.dnssd-proxy
67.61.41.12,com.apple.dnssd-proxy
