ip,path,flag,geth1,geth2,posth1,posth2,jsonh1,jsonh2
76.76.10.245,resolve,true,true,true,true,true,false,false
98.15.33.110,dns-query,true,true,true,true,true,false,false
121.169.168.38,,true,true,true,true,true,true,true
139.1.158.120,dns-query,true,true,true,true,true,false,false
139.1.158.120,query,true,true,true,true,true,false,false
139.1.158.120,resolve,true,true,true,true,true,false,false
139.1.158.120,,true,true,true,true,true,false,false
146.88.169.60,query,true,false,false,true,false,false,false
146.88.169.60,,true,false,false,false,true,false,false
176.9.25.158,dns-query,true,true,true,true,true,false,false
183.182.70.26,query,true,false,false,false,true,false,false
183.182.70.26,,true,false,false,false,true,false,false
66.102.39.86,dns-query,true,true,true,true,true,false,false
94.140.15.15,dns-query,true,true,true,true,true,false,false
94.140.15.15,query,true,true,true,true,true,false,false
121.169.71.135,,true,true,true,true,true,true,true
139.59.124.1,dns-query,true,true,true,true,true,false,false
172.104.209.223,dns-query,true,true,true,false,false,false,false
172.104.209.223,query,true,true,true,false,false,false,false
172.104.209.223,resolve,true,true,true,false,false,false,false
176.126.246.173,dns-query,true,true,true,true,true,false,false
183.182.70.42,query,true,false,false,false,true,false,false
183.182.70.42,,true,false,false,true,false,false,false
67.231.241.118,dns-query,true,true,true,false,false,false,false
67.231.241.118,query,true,true,true,false,false,false,false
67.231.241.118,resolve,true,true,true,false,false,false,false
67.231.241.118,,true,true,true,false,false,false,false
80.125.161.67,dns-query,true,true,true,true,true,false,false
80.125.161.67,query,true,true,true,true,true,false,false
80.125.161.67,resolve,true,true,true,true,true,false,false
80.125.161.67,,true,true,true,true,true,false,false
121.170.60.153,dns-query,true,true,true,true,true,false,false
135.84.253.20,resolve,true,false,false,false,true,false,false
135.84.253.20,,true,false,false,false,true,false,false
167.179.215.100,query,true,false,false,true,false,false,false
167.179.215.100,resolve,true,false,false,true,true,false,false
167.179.215.100,,true,false,false,true,false,false,false
82.156.3.118,dns-query,true,true,true,true,true,false,false
103.241.30.186,dns-query,true,false,false,true,true,false,false
103.241.30.186,query,true,false,false,true,false,false,false
103.241.30.186,resolve,true,false,false,false,true,false,false
103.241.30.186,,true,false,false,true,true,false,false
146.88.173.171,dns-query,true,false,false,false,true,false,false
146.88.173.171,resolve,true,false,false,false,true,false,false
146.88.173.171,,true,false,false,true,false,false,false
183.182.74.72,dns-query,true,false,false,true,true,false,false
183.182.74.72,query,true,false,false,true,true,false,false
183.182.74.72,,true,false,false,false,true,false,false
66.228.32.216,dns-query,true,true,true,false,false,false,false
66.228.32.216,query,true,true,true,false,false,false,false
66.228.32.216,resolve,true,true,true,false,false,false,false
80.125.180.159,dns-query,true,true,true,true,true,false,false
80.125.180.159,query,true,true,true,true,true,false,false
80.125.180.159,resolve,true,true,true,true,true,false,false
80.125.180.159,,true,true,true,true,true,false,false
121.171.171.241,,true,true,true,true,true,true,true
139.59.106.60,dns-query,true,true,true,true,true,false,false
142.47.92.115,dns-query,true,true,true,true,true,false,false
146.88.165.77,query,true,false,false,true,false,false,false
146.88.165.77,resolve,true,false,false,true,true,false,false
172.93.220.162,dns-query,true,true,true,true,true,false,false
176.125.239.161,dns-query,true,true,true,true,true,false,false
176.125.239.161,query,true,false,true,true,true,false,false
176.125.239.161,resolve,true,true,true,true,true,false,false
205.177.208.89,dns-query,true,false,false,true,false,false,false
205.177.208.89,query,true,false,false,true,true,false,false
205.177.208.89,resolve,true,false,false,true,true,false,false
78.142.193.53,dns-query,true,true,true,true,true,false,false
121.171.190.208,,true,true,true,true,true,true,true
139.196.227.222,dns-query,true,true,true,true,true,false,false
142.147.94.12,dns-query,true,true,true,true,true,false,false
146.88.165.195,dns-query,true,false,false,true,false,false,false
146.88.165.195,query,true,false,false,true,false,false,false
146.88.165.195,resolve,true,false,false,false,true,false,false
170.10.146.54,dns-query,true,false,false,true,true,false,false
176.125.239.89,dns-query,true,true,true,true,true,false,false
176.125.239.89,query,true,true,true,true,false,false,false
176.125.239.89,resolve,true,false,true,true,true,false,false
23.247.212.79,dns-query,true,true,true,true,true,true,true
23.247.212.79,query,true,true,true,true,true,true,true
23.247.212.79,resolve,true,true,true,true,true,true,true
23.247.212.79,,true,true,true,false,false,false,false
45.90.29.20,dns-query,true,true,true,true,true,true,true
45.90.29.20,query,true,true,true,true,true,true,true
45.90.29.20,resolve,true,true,true,true,true,true,true
45.90.29.20,,true,true,true,false,false,false,false
76.76.10.164,dns-query,true,true,true,true,true,false,false
76.76.10.164,query,true,true,true,true,true,false,false
76.76.10.164,resolve,true,true,true,true,true,false,false
89.233.43.71,dns-query,true,true,true,true,true,false,false
89.233.43.71,,true,true,true,true,true,false,false
121.172.204.60,,true,true,true,true,true,true,true
140.238.89.235,dns-query,true,true,true,true,true,false,false
146.88.165.41,dns-query,true,false,false,false,true,false,false
146.88.165.41,query,true,false,false,false,true,false,false
146.88.165.41,resolve,true,false,false,true,false,false,false
167.179.215.81,dns-query,true,false,false,false,true,false,false
167.179.215.81,query,true,false,false,true,false,false,false
167.179.215.81,,true,false,false,true,false,false,false
23.247.213.249,dns-query,true,true,true,true,true,true,true
23.247.213.249,query,true,true,true,true,true,true,true
23.247.213.249,resolve,true,true,true,true,true,true,true
47.243.111.116,dns-query,true,true,true,true,true,false,false
51.158.105.226,dns-query,true,true,true,true,true,false,false
76.76.2.110,dns-query,true,true,true,true,true,false,false
76.76.2.110,query,true,true,true,true,true,false,false
76.76.2.110,resolve,true,true,true,true,true,false,false
121.175.165.119,,true,true,true,true,true,true,true
139.196.137.233,dns-query,true,true,true,true,true,true,true
139.196.137.233,query,true,true,true,true,true,true,true
139.196.137.233,resolve,true,true,true,true,true,true,true
139.196.137.233,,true,true,true,true,true,true,true
143.47.185.76,dns-query,true,true,true,true,true,false,false
146.88.165.83,dns-query,true,false,false,true,true,false,false
146.88.165.83,resolve,true,false,false,false,true,false,false
17.253.38.115,dns-query,true,true,true,true,true,false,false
178.154.233.200,,true,true,true,true,true,false,false
183.182.70.66,query,true,false,false,false,true,false,false
183.182.70.66,resolve,true,false,false,true,false,false,false
183.182.70.66,,true,false,false,true,false,false,false
66.96.120.86,dns-query,true,true,true,true,true,false,false
121.181.32.194,,true,true,true,true,true,true,true
138.2.89.250,dns-query,true,true,true,true,true,false,false
141.94.89.164,dns-query,true,true,true,true,true,false,false
146.88.169.215,dns-query,true,false,false,true,false,false,false
146.88.169.215,query,true,false,false,true,true,false,false
146.88.169.215,resolve,true,false,false,false,true,false,false
175.206.32.49,,true,true,true,true,true,true,true
18.198.168.5,dns-query,true,true,true,true,true,true,true
18.198.168.5,query,true,true,true,true,true,true,true
18.198.168.5,resolve,true,true,true,true,true,true,true
18.198.168.5,,true,true,true,true,true,true,true
185.12.88.178,dns-query,true,true,true,true,true,false,false
185.12.88.178,resolve,true,true,true,true,true,false,false
212.18.3.5,dns-query,true,true,true,true,true,false,false
23.247.215.198,dns-query,true,true,true,true,true,true,true
23.247.215.198,query,true,true,true,true,true,true,true
23.247.215.198,resolve,true,true,true,true,true,true,true
23.247.215.198,,true,true,false,false,false,false,false
59.11.138.216,,true,true,true,true,true,true,true
76.76.10.108,dns-query,true,true,true,true,true,false,false
76.76.10.108,query,true,true,true,true,true,false,false
76.76.10.108,resolve,true,true,true,true,true,false,false
80.125.181.127,dns-query,true,true,true,true,true,false,false
80.125.181.127,query,true,true,true,true,true,false,false
80.125.181.127,resolve,true,true,true,true,true,false,false
80.125.181.127,,true,true,true,true,true,false,false
121.182.39.169,,true,true,true,true,true,true,true
138.3.218.6,dns-query,true,true,true,true,true,false,false
146.19.14.183,dns-query,true,true,true,true,true,true,true
146.19.14.183,query,true,true,true,true,true,true,true
146.19.14.183,resolve,true,true,true,true,true,true,true
146.19.14.183,,true,true,true,true,true,true,true
146.19.14.84,dns-query,true,true,true,true,true,true,true
146.19.14.84,query,true,true,true,true,true,true,true
146.19.14.84,resolve,true,true,true,false,false,false,false
146.88.173.118,dns-query,true,false,false,true,true,false,false
146.88.173.118,query,true,false,false,true,false,false,false
146.88.173.118,resolve,true,false,false,false,true,false,false
146.88.173.118,,true,false,false,false,true,false,false
180.93.137.1,dns-query,true,true,true,true,true,false,false
183.102.247.236,,true,true,true,true,true,true,true
183.182.70.67,resolve,true,false,false,false,true,false,false
183.182.70.67,,true,false,false,true,false,false,false
76.76.10.106,dns-query,true,true,true,true,true,false,false
76.76.10.106,query,true,true,true,true,true,false,false
76.76.10.106,resolve,true,true,true,true,true,false,false
80.125.161.74,dns-query,true,true,true,true,true,false,false
80.125.161.74,query,true,true,true,true,true,false,false
80.125.161.74,resolve,true,true,true,true,true,false,false
80.125.161.74,,true,true,true,true,true,false,false
121.184.14.191,,true,true,true,true,true,true,true
138.68.80.228,dns-query,true,true,true,true,true,false,false
146.88.165.62,dns-query,true,false,false,true,true,false,false
146.88.165.62,query,true,false,false,false,true,false,false
146.88.165.62,resolve,true,false,false,true,true,false,false
167.179.215.210,dns-query,true,false,false,false,true,false,false
167.179.215.210,query,true,false,false,true,false,false,false
167.179.215.210,,true,false,false,false,true,false,false
23.247.212.7,dns-query,true,true,true,true,true,true,true
23.247.212.7,query,true,true,true,true,true,true,true
23.247.212.7,resolve,true,true,true,true,true,true,true
23.247.212.7,,true,true,true,false,false,false,false
45.90.29.153,dns-query,true,true,true,true,true,true,true
45.90.29.153,query,true,true,true,true,true,true,true
45.90.29.153,resolve,true,true,true,true,true,true,true
45.90.29.153,,true,true,true,true,false,false,false
72.11.134.91,dns-query,true,true,true,true,true,false,false
82.165.108.24,dns-query,true,true,true,true,true,false,false
121.184.217.158,,true,true,true,true,true,true,true
139.1.158.77,dns-query,true,true,true,true,true,false,false
139.1.158.77,query,true,true,true,true,true,false,false
139.1.158.77,resolve,true,true,true,true,true,false,false
139.1.158.77,,true,true,true,true,true,false,false
146.88.169.64,dns-query,true,false,false,true,true,false,false
146.88.169.64,resolve,true,false,false,true,true,false,false
146.88.169.64,,true,false,false,false,true,false,false
176.125.239.157,dns-query,true,true,true,true,true,false,false
176.125.239.157,query,true,true,true,true,true,false,false
176.125.239.157,resolve,true,true,false,true,true,false,false
210.247.245.78,dns-query,true,true,true,true,true,false,false
23.247.212.177,dns-query,true,true,true,true,true,true,true
23.247.212.177,query,true,true,true,true,true,true,true
23.247.212.177,resolve,true,true,true,true,true,true,true
23.247.212.177,,true,true,true,true,true,true,false
3.212.207.66,resolve,true,true,true,true,true,false,false
45.90.30.64,dns-query,true,true,true,true,true,true,true
45.90.30.64,query,true,true,true,true,true,true,true
45.90.30.64,resolve,true,true,true,true,true,true,true
45.90.30.64,,true,true,true,true,true,true,true
45.90.31.239,dns-query,true,true,true,true,true,true,true
45.90.31.239,query,true,true,true,true,true,true,true
45.90.31.239,resolve,true,true,false,false,false,false,false
93.180.70.30,dns-query,true,true,true,true,true,false,false
121.186.179.151,,true,true,true,true,true,true,true
146.88.165.27,dns-query,true,false,false,true,false,false,false
146.88.165.27,query,true,false,false,true,false,false,false
146.88.165.27,,true,false,false,true,true,false,false
167.179.215.193,query,true,false,false,true,false,false,false
167.179.215.193,resolve,true,false,false,false,true,false,false
23.247.212.43,dns-query,true,true,true,true,true,true,true
23.247.212.43,query,true,true,true,true,true,true,true
23.247.212.43,resolve,true,true,true,true,true,true,true
23.247.212.43,,true,true,true,false,false,false,false
45.90.29.163,dns-query,true,true,true,true,true,true,true
45.90.29.163,query,true,true,true,true,true,true,true
45.90.29.163,resolve,true,true,true,true,true,true,true
45.90.29.163,,true,true,true,true,false,false,false
74.80.120.197,dns-query,true,true,true,true,true,false,false
80.251.211.217,dns-query,true,true,true,true,true,false,false
121.187.217.101,,true,true,true,true,true,true,true
139.199.193.210,dns-query,true,true,true,true,true,false,false
141.164.63.208,dns-query,true,true,true,true,true,true,true
141.164.63.208,query,true,true,true,true,true,true,true
141.164.63.208,resolve,true,true,true,true,true,true,true
141.164.63.208,,true,true,true,true,true,true,true
146.19.14.173,dns-query,true,true,true,true,true,true,true
146.19.14.173,query,true,true,true,true,true,true,true
146.19.14.173,resolve,true,true,true,true,true,true,true
146.19.14.173,,true,true,true,true,true,true,true
146.19.14.71,dns-query,true,true,true,true,true,true,true
146.19.14.71,query,true,true,true,true,true,true,true
146.19.14.71,resolve,true,true,true,true,true,true,true
146.19.14.71,,true,true,false,false,false,false,false
146.88.169.78,resolve,true,false,false,false,true,false,false
180.4.189.192,dns-query,true,true,true,true,true,false,false
183.182.70.21,dns-query,true,false,false,true,false,false,false
67.208.84.9,,true,true,true,false,false,true,true
103.241.30.188,dns-query,true,false,false,true,false,false,false
103.241.30.188,resolve,true,false,false,true,false,false,false
167.179.212.220,dns-query,true,false,false,true,true,false,false
167.179.212.220,resolve,true,false,false,false,true,false,false
185.253.5.170,dns-query,true,true,true,true,true,true,true
185.253.5.170,query,true,true,true,true,true,true,true
185.253.5.170,resolve,true,true,true,true,true,true,true
185.253.5.170,,true,true,true,true,false,false,false
23.247.213.231,dns-query,true,true,true,true,true,true,true
23.247.213.231,query,true,true,true,true,true,true,true
23.247.213.231,resolve,true,true,true,true,true,true,true
47.241.189.163,dns-query,true,true,true,true,true,true,true
47.241.189.163,query,true,true,true,true,true,true,true
47.241.189.163,resolve,true,true,true,true,true,true,true
47.241.189.163,,true,true,true,true,true,true,true
167.179.214.184,query,true,false,false,false,true,false,false
167.179.214.184,,true,false,false,false,true,false,false
197.227.4.139,dns-query,true,true,true,true,true,false,false
197.227.4.139,query,true,true,true,true,true,false,false
197.227.4.139,resolve,true,true,true,true,true,false,false
197.227.4.139,,true,true,true,true,true,false,false
45.90.29.91,dns-query,true,true,true,true,true,true,true
45.90.29.91,query,true,true,true,true,true,true,true
45.90.29.91,resolve,true,true,true,true,true,false,false
80.124.140.166,dns-query,true,true,true,true,true,false,false
80.124.140.166,query,true,true,true,true,true,false,false
80.124.140.166,resolve,true,true,true,true,true,false,false
80.124.140.166,,true,true,true,true,true,false,false
121.190.49.178,,true,true,true,true,true,true,true
139.180.158.91,dns-query,true,true,true,true,true,true,true
146.88.165.204,dns-query,true,false,false,true,true,false,false
146.88.165.204,query,true,false,false,true,false,false,false
146.88.165.204,resolve,true,false,false,false,true,false,false
146.88.165.204,,true,false,false,true,true,false,false
167.179.215.103,dns-query,true,false,false,false,true,false,false
23.247.212.253,dns-query,true,true,true,true,true,true,true
23.247.212.253,query,true,true,true,true,true,true,true
23.247.212.253,resolve,true,true,true,true,true,true,true
23.247.212.253,,true,true,true,true,false,false,false
45.90.28.167,dns-query,true,true,true,true,true,true,true
45.90.28.167,query,true,true,true,true,true,true,true
45.90.28.167,resolve,true,true,true,true,true,true,true
45.90.28.167,,true,true,true,true,true,true,true
45.90.28.237,dns-query,true,true,true,true,true,true,true
45.90.28.237,query,true,true,true,true,true,true,true
45.90.28.237,resolve,true,true,true,true,true,true,false
76.76.10.214,dns-query,true,true,true,true,true,false,false
76.76.10.214,query,true,true,true,true,true,false,false
76.76.10.214,resolve,true,true,true,true,true,false,false
93.104.213.190,dns-query,true,true,true,true,true,false,false
121.196.195.196,dns-query,true,false,false,true,false,false,false
146.19.14.80,dns-query,true,true,true,true,true,true,true
146.19.14.80,query,true,true,true,true,true,true,true
146.19.14.80,resolve,true,true,true,true,true,false,false
146.88.173.107,dns-query,true,false,false,false,true,false,false
146.88.173.107,query,true,false,false,false,true,false,false
146.88.173.107,resolve,true,false,false,false,true,false,false
18.166.188.194,dns-query,true,false,false,true,true,false,false
18.192.46.133,,true,true,true,true,true,true,true
183.182.70.79,dns-query,true,false,false,true,false,false,false
183.182.70.79,query,true,false,false,true,true,false,false
183.182.70.79,resolve,true,false,false,true,false,false,false
183.182.70.79,,true,false,false,true,false,false,false
76.76.10.119,dns-query,true,true,true,true,true,false,false
76.76.10.119,query,true,true,true,true,true,false,false
76.76.10.119,resolve,true,true,true,true,true,false,false
8.215.35.154,dns-query,true,true,true,true,true,false,false
1.212.203.250,,true,true,true,true,true,true,true
140.238.26.177,dns-query,true,true,true,true,true,false,false
146.19.14.151,dns-query,true,true,true,true,true,true,true
146.19.14.151,query,true,true,true,true,true,true,true
146.19.14.151,resolve,true,true,true,true,true,true,true
146.19.14.151,,true,true,true,true,true,true,true
146.19.14.41,dns-query,true,true,true,true,true,true,true
146.19.14.41,query,true,true,true,true,true,true,true
146.19.14.41,resolve,true,true,true,true,true,true,true
146.19.14.41,,true,true,true,true,true,true,false
146.88.165.55,dns-query,true,false,false,true,false,false,false
146.88.165.55,query,true,false,false,true,false,false,false
146.88.165.55,,true,false,false,true,true,false,false
167.179.215.90,dns-query,true,false,false,true,false,false,false
167.179.215.90,,true,false,false,false,true,false,false
23.247.214.243,dns-query,true,true,true,true,true,true,true
23.247.214.243,query,true,true,true,true,true,true,true
23.247.214.243,resolve,true,true,true,true,true,true,true
23.247.214.243,,true,true,true,true,true,true,true
43.154.134.135,dns-query,true,true,true,true,true,false,false
43.251.149.82,dns-query,true,false,false,false,true,false,false
43.251.149.82,query,true,false,false,false,true,false,false
167.179.214.197,dns-query,true,false,false,false,true,false,false
167.179.214.197,query,true,false,false,true,false,false,false
167.179.214.197,resolve,true,false,false,true,false,false,false
196.27.64.89,dns-query,true,true,true,true,true,false,false
196.27.64.89,query,true,true,true,true,true,false,false
196.27.64.89,resolve,true,true,true,true,true,false,false
196.27.64.89,,true,true,true,true,true,false,false
23.105.222.239,dns-query,true,true,true,true,true,false,false
45.77.223.173,dns-query,true,true,true,true,true,false,false
45.90.31.192,dns-query,true,true,true,true,true,true,true
45.90.31.192,query,true,true,true,true,true,true,true
45.90.31.192,resolve,true,true,true,false,false,false,false
81.68.112.48,dns-query,true,true,true,true,true,false,false
121.36.115.90,dns-query,true,true,true,true,true,false,false
146.88.169.84,resolve,true,false,false,true,true,false,false
146.88.169.84,,true,false,false,true,false,false,false
176.9.50.189,dns-query,true,true,true,true,true,false,false
183.182.70.33,query,true,false,false,true,true,false,false
183.182.70.33,,true,false,false,true,false,false,false
54.89.248.187,dns-query,true,true,true,true,true,false,false
54.89.248.187,query,true,true,true,true,true,false,false
54.89.248.187,resolve,true,true,true,true,true,false,false
54.89.248.187,,true,true,true,true,true,false,false
76.76.10.27,dns-query,true,true,true,true,true,false,false
76.76.10.27,query,true,true,true,true,true,false,false
76.76.10.27,resolve,true,true,true,true,true,false,false
121.36.26.72,dns-query,true,true,true,true,true,false,false
135.84.249.102,dns-query,true,false,false,true,true,false,false
135.84.249.102,query,true,false,false,false,true,false,false
135.84.249.102,resolve,true,false,false,false,true,false,false
135.84.249.102,,true,false,false,true,true,false,false
149.112.149.112,dns-query,true,true,true,true,true,false,false
185.253.5.52,dns-query,true,true,true,true,true,true,true
185.253.5.52,query,true,true,true,true,true,true,true
185.253.5.52,resolve,true,true,true,false,false,false,false
45.90.30.152,dns-query,true,true,true,true,true,true,true
45.90.30.152,query,true,true,true,true,true,true,true
45.90.30.152,resolve,true,true,true,true,true,true,true
45.90.30.152,,true,true,true,true,true,true,true
46.175.236.31,dns-query,true,true,true,true,true,false,false
76.76.10.196,dns-query,true,true,true,true,true,false,false
76.76.10.196,query,true,true,true,true,true,false,false
76.76.10.196,resolve,true,true,true,true,true,false,false
121.37.4.233,dns-query,true,true,true,true,true,false,false
135.84.245.180,dns-query,true,false,false,true,true,false,false
135.84.245.180,query,true,false,false,false,true,false,false
135.84.245.180,resolve,true,false,false,true,true,false,false
135.84.245.180,,true,false,false,true,false,false,false
146.88.173.23,query,true,false,false,true,true,false,false
146.88.173.23,resolve,true,false,false,false,true,false,false
146.88.173.23,,true,false,false,true,true,false,false
183.182.74.30,query,true,false,false,false,true,false,false
183.182.74.30,resolve,true,false,false,true,false,false,false
76.76.10.36,dns-query,true,true,true,true,true,false,false
76.76.10.36,query,true,true,true,true,true,false,false
76.76.10.36,resolve,true,true,true,true,true,false,false
121.43.231.32,dns-query,true,true,true,true,true,false,false
135.84.245.24,dns-query,true,false,false,false,true,false,false
135.84.245.24,query,true,false,false,true,false,false,false
135.84.245.24,resolve,true,false,false,true,false,false,false
135.84.245.24,,true,false,false,true,false,false,false
167.179.212.175,query,true,false,false,false,true,false,false
167.179.212.175,resolve,true,false,false,true,false,false,false
185.253.5.64,dns-query,true,true,true,true,true,true,true
185.253.5.64,query,true,true,true,true,true,true,true
185.253.5.64,resolve,true,true,false,false,false,false,false
45.90.31.232,dns-query,true,true,true,true,true,true,true
45.90.31.232,query,true,true,true,true,true,false,false
146.19.14.235,dns-query,true,true,true,true,true,true,true
146.19.14.235,query,true,true,true,true,true,true,true
146.19.14.235,resolve,true,true,true,true,true,true,true
146.19.14.235,,true,true,true,true,true,true,true
146.88.165.141,query,true,false,false,true,true,false,false
146.88.165.141,resolve,true,false,false,false,true,false,false
146.88.165.141,,true,false,false,false,true,false,false
167.179.215.61,dns-query,true,false,false,true,true,false,false
167.179.215.61,query,true,false,false,false,true,false,false
167.179.215.61,resolve,true,false,false,false,true,false,false
167.179.215.61,,true,false,false,false,true,false,false
213.61.254.38,dns-query,true,true,true,true,true,false,false
213.61.254.38,query,true,true,true,true,true,false,false
213.61.254.38,resolve,true,true,true,true,true,false,false
213.61.254.38,,true,true,true,true,true,false,false
45.78.51.5,dns-query,true,true,true,true,true,false,false
45.90.29.134,dns-query,true,true,true,true,true,true,true
45.90.29.134,query,true,true,true,true,true,true,true
45.90.29.134,resolve,true,true,true,true,true,true,true
45.90.29.134,,true,true,true,true,true,true,false
54.38.184.226,dns-query,true,true,true,true,true,false,false
76.76.2.96,dns-query,true,true,true,true,true,false,false
76.76.2.96,query,true,true,true,true,true,false,false
76.76.2.96,resolve,true,true,true,true,true,false,false
103.241.30.19,dns-query,true,false,false,false,true,false,false
103.241.30.19,query,true,false,false,false,true,false,false
103.241.30.19,resolve,true,false,false,false,true,false,false
103.241.30.19,,true,false,false,true,true,false,false
146.88.173.42,dns-query,true,false,false,true,true,false,false
146.88.173.42,query,true,false,false,true,false,false,false
146.88.173.42,,true,false,false,true,false,false,false
185.118.196.66,dns-query,true,true,true,true,true,false,false
23.160.161.61,dns-query,true,true,true,true,true,false,false
45.90.30.133,dns-query,true,true,true,true,true,true,true
45.90.30.133,query,true,true,true,true,true,true,true
45.90.30.133,resolve,true,true,true,true,true,true,true
45.90.30.133,,true,true,true,true,true,true,true
45.90.30.89,dns-query,true,true,true,true,true,true,true
45.90.30.89,query,true,true,true,true,false,false,false
146.19.14.203,dns-query,true,true,true,true,true,true,true
146.19.14.203,query,true,true,true,true,true,true,true
146.19.14.203,resolve,true,true,true,true,true,true,true
146.19.14.203,,true,true,true,true,true,true,true
146.59.16.109,dns-query,true,true,true,true,true,false,false
146.88.169.93,dns-query,true,false,false,false,true,false,false
146.88.169.93,,true,false,false,false,true,false,false
18.162.97.189,dns-query,true,true,true,true,true,false,false
18.183.102.123,dns-query,true,true,true,true,true,false,false
182.92.205.234,dns-query,true,true,true,true,true,false,false
183.182.70.14,dns-query,true,false,false,true,true,false,false
183.182.70.14,resolve,true,false,false,true,false,false,false
45.90.30.51,dns-query,true,true,true,true,true,true,true
45.90.30.51,query,true,true,true,true,true,true,true
45.90.30.51,resolve,true,true,true,true,true,true,true
45.90.30.51,,true,true,true,true,true,true,true
45.90.31.62,dns-query,true,true,true,true,true,true,true
45.90.31.62,query,true,true,true,true,true,false,false
121.51.112.198,dns-query,true,true,true,true,true,false,false
146.88.173.112,dns-query,true,false,false,true,true,false,false
146.88.173.112,resolve,true,false,false,false,true,false,false
146.88.173.112,,true,false,false,false,true,false,false
18.195.107.96,dns-query,true,true,true,false,false,false,false
183.182.70.78,dns-query,true,false,false,true,false,false,false
183.182.70.78,resolve,true,false,false,true,false,false,false
183.182.70.78,,true,false,false,false,true,false,false
75.75.77.40,dns-query,true,true,true,true,true,false,false
80.125.180.99,dns-query,true,true,true,true,true,false,false
80.125.180.99,query,true,true,true,true,true,false,false
80.125.180.99,resolve,true,true,true,true,true,false,false
80.125.180.99,,true,true,true,true,true,false,false
121.51.112.242,dns-query,true,true,true,false,false,false,false
146.88.173.104,query,true,false,false,false,true,false,false
146.88.173.104,resolve,true,false,false,false,true,false,false
183.108.180.43,,true,true,true,true,true,true,true
183.182.70.57,query,true,false,false,false,true,false,false
183.182.70.57,,true,false,false,true,true,false,false
62.225.149.76,dns-query,true,true,true,true,true,false,false
62.225.149.76,query,true,true,true,true,true,false,false
62.225.149.76,resolve,true,true,true,true,true,false,false
62.225.149.76,,true,true,true,true,true,false,false
76.76.2.90,dns-query,true,true,true,true,true,false,false
76.76.2.90,query,true,true,true,true,true,false,false
76.76.2.90,resolve,true,true,true,true,true,false,false
121.51.112.248,dns-query,true,true,false,true,true,false,false
146.88.173.116,query,true,false,false,true,false,false,false
146.88.173.116,resolve,true,false,false,false,true,false,false
146.88.173.116,,true,false,false,true,false,false,false
183.182.70.19,query,true,false,false,true,true,false,false
183.182.70.19,resolve,true,false,false,true,true,false,false
45.90.31.135,dns-query,true,true,true,true,true,true,true
45.90.31.135,query,true,true,true,true,true,true,true
9.9.9.12,dns-query,true,true,true,true,true,false,false
121.51.112.252,dns-query,true,false,true,true,false,false,false
146.88.173.103,resolve,true,false,false,false,true,false,false
146.88.173.103,,true,false,false,false,true,false,false
18.184.191.28,dns-query,true,true,true,true,true,true,true
18.184.191.28,query,true,true,true,true,true,true,true
18.184.191.28,resolve,true,true,true,true,true,true,true
18.184.191.28,,true,true,true,true,true,true,true
23.247.213.170,dns-query,true,true,true,true,true,true,true
23.247.213.170,query,true,true,true,true,true,true,true
23.247.213.170,resolve,true,true,true,true,true,true,true
23.247.213.170,,true,true,true,true,false,false,false
45.90.28.93,dns-query,true,true,true,true,true,true,true
45.90.28.93,query,true,true,true,false,false,false,false
121.51.125.111,dns-query,true,false,false,true,true,false,false
146.88.173.126,dns-query,true,false,false,true,true,false,false
146.88.173.126,resolve,true,false,false,false,true,false,false
183.182.74.49,query,true,false,false,false,true,false,false
183.182.74.49,resolve,true,false,false,true,true,false,false
75.75.77.20,dns-query,true,true,true,true,true,false,false
80.124.140.242,dns-query,true,true,true,true,true,false,false
80.124.140.242,query,true,true,true,true,true,false,false
80.124.140.242,resolve,true,true,true,true,true,false,false
80.124.140.242,,true,true,true,true,true,false,false
121.51.128.117,dns-query,true,true,false,false,false,false,false
146.88.173.129,dns-query,true,false,false,true,false,false,false
146.88.173.129,query,true,false,false,true,false,false,false
146.88.173.129,resolve,true,false,false,true,true,false,false
183.182.70.49,query,true,false,false,false,true,false,false
183.182.70.49,,true,false,false,true,true,false,false
66.228.62.92,dns-query,true,true,true,true,true,false,false
78.142.193.116,dns-query,true,true,true,true,true,false,false
121.51.163.6,dns-query,true,false,false,false,true,false,false
146.88.173.135,query,true,false,false,true,false,false,false
146.88.173.135,,true,false,false,true,false,false,false
183.182.74.57,dns-query,true,false,false,false,true,false,false
183.182.74.57,query,true,false,false,false,true,false,false
183.182.74.57,resolve,true,false,false,true,false,false,false
76.76.10.126,dns-query,true,true,true,true,true,false,false
76.76.10.126,query,true,true,true,true,true,false,false
76.76.10.126,resolve,true,true,true,true,true,false,false
82.66.128.88,dns-query,true,true,true,true,true,false,false
149.56.14.48,,true,true,true,true,true,false,false
167.179.214.149,dns-query,true,false,false,true,true,false,false
167.179.214.149,query,true,false,false,false,true,false,false
167.179.214.149,,true,false,false,false,true,false,false
20.185.14.173,dns-query,true,true,true,true,true,true,true
20.185.14.173,query,true,true,true,true,true,true,true
20.185.14.173,resolve,true,true,true,true,true,true,true
20.185.14.173,,true,true,true,true,true,true,true
23.247.213.86,dns-query,true,true,true,true,true,true,true
23.247.213.86,query,true,true,true,true,true,true,true
23.247.213.86,resolve,true,true,true,true,true,true,false
54.37.158.185,dns-query,true,true,true,true,true,false,false
76.76.2.99,dns-query,true,true,true,true,true,false,false
